Name,Country,Rank,Tier,LP,LP Wins:,Wins,Win Percentage
# Name Soloqueue Draft Ranked Flex
1. exselor LAS (#1) Challenger 1907 LP Wins: 785 (56.7%)
2. Jauny LAN (#2) Challenger 1824 LP Wins: 208 (62.3%) Diamond II Wins: 22 (84.6%)
3. real slim BR (#3) Challenger 1775 LP Wins: 272 (61.5%)
4. Sn1per1 NA (#4) Challenger 1769 LP Wins: 351 (56.3%) Platinum IV Wins: 24 (82.8%)
5. Raiden Shogun C2 EUW (#5) Challenger 1747 LP Wins: 304 (62.4%) Platinum I Wins: 18 (75.0%)
6. PolskiKoz EUNE (#6) Challenger 1730 LP Wins: 355 (57.8%) Master 275 LP Wins: 102 (63.0%)
7. Oh ill Nam NA (#7) Challenger 1722 LP Wins: 443 (56.2%) Diamond II Wins: 46 (59.0%)
8. TwitchTvZeltGG LAN (#8) Challenger 1700 LP Wins: 354 (59.4%) Platinum I Wins: 30 (81.1%)
9. Tar2an BR (#9) Challenger 1680 LP Wins: 301 (60.3%)
10. WindbreakerXD EUNE (#10) Challenger 1668 LP Wins: 292 (58.2%) Diamond I Wins: 120 (67.4%)
11. Dzukill EUW (#11) Challenger 1664 LP Wins: 544 (55.0%) Platinum II Wins: 7 (50.0%)
12. Phoenix Striker BR (#12) Challenger 1627 LP Wins: 418 (57.1%)
13. qwjqonl KR (#13) Challenger 1593 LP Wins: 235 (62.2%)
14. fury of kerberos EUW (#14) Challenger 1591 LP Wins: 373 (56.5%) Diamond I Wins: 41 (49.4%)
15. 7698 KR (#15) Challenger 1588 LP Wins: 860 (53.6%)
16. TFBlade2 NA (#16) Challenger 1572 LP Wins: 451 (58.2%)
17. wx mjm978244659 NA (#17) Challenger 1559 LP Wins: 496 (55.0%) Platinum I Wins: 47 (63.5%)
18. KT PerfecT KR (#18) Challenger 1549 LP Wins: 908 (53.3%)
19. NO GG PLZ JP (#19) Challenger 1547 LP Wins: 278 (56.5%)
20. Iziio EUW (#20) Challenger 1538 LP Wins: 370 (56.1%)
21. Stor Olle EUW (#21) Challenger 1534 LP Wins: 207 (61.1%) Diamond II Wins: 29 (59.2%)
22. berryrasp EUNE (#22) Challenger 1527 LP Wins: 496 (53.9%) Challenger 575 LP Wins: 331 (62.6%)
23. winstxn NA (#23) Challenger 1519 LP Wins: 639 (53.6%)
24. DANTE E NERO BR (#24) Challenger 1514 LP Wins: 192 (61.5%) Platinum I Wins: 38 (76.0%)
25. MIDGOD 12 KR (#25) Challenger 1513 LP Wins: 693 (55.1%)
26. 우제우스 KR (#26) Challenger 1504 LP Wins: 649 (54.2%)
27. Litny EUNE (#27) Challenger 1500 LP Wins: 281 (56.5%)
28. れいきら JP (#28) Challenger 1495 LP Wins: 283 (58.6%)
29. The Tank Man NA (#29) Challenger 1484 LP Wins: 868 (52.3%)
30. 쪼렙이다말로하자 KR (#30) Challenger 1471 LP Wins: 954 (52.8%) Platinum IV Wins: 18 (47.4%)
31. XL Finn EUW (#31) Challenger 1471 LP Wins: 398 (56.3%)
32. I am Súnlight NA (#32) Challenger 1466 LP Wins: 346 (56.7%) Diamond IV Wins: 8 (61.5%)
33. Davemon NA (#33) Challenger 1464 LP Wins: 226 (59.6%)
